,Absorbance Spectrum,Absorbance Spectrum,,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum
Wavenumber cm-1,,,,,,,,,,,,,
,Lumilog_GaN_substrate 20degC,Lumilog_GaN_substrate_80degC,LUMILOG_GaN_substrate_-160degC,B120504_InGaN_20degC,B120504_InGaN_80degC,B120504_InGaN_20degC_Vak,B120504_InGaN_-160degC_Vak,J130828_10nm_M16_InGaN_20degC_Vak,J130828_10nm_M16_InGaN_-160degC_Vak,J130828_10nm_M16_InGaN_90degC,J140228_3nm_InGaN_20degC,J140228_3nm_InGaN_90degC,J140228_3nm_InGaN_-160degC
7862.430538,0.465352505,0.491686672,1.267526984,0.401617944,0.400277048,0.517704666,0.571187675,0.756889522,0.76314801,0.738444507,0.901967645,0.881994605,0.953864276
7861.948358,0.450776786,0.475959361,1.25608027,0.382445335,0.392724067,0.511976302,0.560724378,0.748415172,0.76508528,0.732578218,0.904607892,0.894977629,0.951939642
7861.466178,0.440229475,0.457706362,1.258475065,0.373200715,0.394780666,0.492162615,0.550736547,0.74470818,0.767486751,0.725085199,0.906021178,0.906767607,0.959825575
7860.983998,0.450235873,0.454316497,1.253355145,0.378291339,0.413137019,0.479791284,0.55922395,0.745697141,0.768611789,0.723842442,0.908952355,0.908892989,0.970745921
7860.501818,0.463244557,0.45732531,1.231548905,0.39053002,0.430708975,0.479439914,0.567395926,0.746930003,0.771091104,0.72697109,0.910604,0.903305233,0.973609209
7860.019637,0.458027631,0.450285822,1.218247652,0.392418027,0.427368164,0.4813945,0.553393424,0.74793762,0.768504262,0.723681271,0.907079339,0.898932576,0.966994405
7859.537457,0.440532893,0.440593392,1.235003591,0.383473605,0.410003632,0.485459626,0.529406965,0.752480209,0.75941968,0.716936827,0.899683058,0.897562563,0.960704505
7859.055277,0.433973342,0.451263249,1.272033095,0.382220685,0.399745047,0.492198735,0.524139225,0.758571029,0.756410182,0.715989947,0.894411027,0.89669776,0.960624993
7858.573097,0.441267848,0.476158589,1.30544281,0.385145575,0.396057904,0.491102099,0.540529728,0.758117795,0.761249483,0.719270408,0.893733978,0.895471632,0.966169894
7858.090917,0.445478737,0.488860548,1.31928122,0.380421013,0.391387373,0.489117652,0.554414451,0.752844572,0.764111161,0.725802183,0.894961894,0.893293798,0.971527696
7857.608736,0.442999542,0.484167576,1.313082457,0.378855795,0.394285917,0.492861986,0.548810542,0.751432359,0.764986336,0.735405684,0.897929728,0.888935387,0.969010413
7857.126556,0.443084896,0.47206825,1.305167437,0.388206303,0.405873179,0.486883044,0.534566164,0.753041148,0.76927191,0.740517318,0.90331924,0.888001323,0.962715268
7856.644376,0.446584344,0.458691508,1.311081767,0.392051756,0.413442791,0.469780654,0.529477954,0.752486587,0.774635971,0.738995016,0.906820238,0.897824168,0.96251595
7856.162196,0.452058583,0.449155688,1.323933125,0.38306576,0.408046693,0.464039892,0.534363091,0.749963045,0.776596189,0.735653222,0.904473901,0.908505559,0.96555388
7855.680015,0.459873527,0.44643873,1.325915813,0.379339814,0.39256534,0.481000513,0.54239583,0.745965183,0.777087033,0.73220849,0.898923635,0.908545434,0.964310706
7855.197835,0.466382414,0.452609003,1.30282855,0.386794031,0.383779377,0.508892655,0.5524652,0.742091537,0.77601105,0.730025232,0.896654904,0.90311861,0.962287188
7854.715655,0.468231142,0.46807003,1.274419188,0.389170796,0.387438297,0.527267396,0.560586393,0.741421282,0.769045949,0.728973746,0.898304582,0.898808539,0.965822101
7854.233475,0.464229077,0.483152896,1.271425843,0.3810063,0.392990798,0.522230268,0.555858672,0.742711902,0.762256145,0.726505578,0.897695243,0.897993028,0.973263323
7853.751295,0.455083072,0.487125784,1.282747149,0.374686569,0.396597058,0.502664208,0.540641963,0.74562782,0.762791097,0.724488318,0.893001378,0.893645823,0.979505062
7853.269114,0.444796652,0.478636116,1.283842921,0.376060069,0.398763865,0.497398853,0.532886922,0.749789178,0.765916049,0.725413859,0.889036179,0.875950098,0.98170346
7852.786934,0.436830968,0.461099148,1.275723815,0.380066514,0.401347399,0.510560393,0.541749001,0.750924408,0.768237054,0.727533638,0.890605807,0.856248915,0.977206647
7852.304754,0.430690795,0.447359592,1.274458766,0.380519927,0.408707738,0.511098802,0.55988133,0.749193728,0.771329284,0.730400205,0.897584379,0.852538466,0.967206776
7851.822574,0.425049841,0.444616437,1.28690362,0.379204303,0.416571885,0.494759589,0.574792981,0.748207748,0.773730934,0.732330739,0.903275132,0.863897622,0.960270524
7851.340394,0.419676363,0.439950079,1.302970171,0.383091748,0.419062823,0.49177444,0.581024468,0.74986136,0.772837877,0.728972554,0.90254873,0.877155304,0.957953811
7850.858213,0.418434471,0.429959416,1.319408655,0.387242824,0.420732915,0.507641315,0.578597307,0.755341351,0.769698203,0.724053919,0.900428653,0.886177599,0.957555711
7850.376033,0.424178302,0.425175309,1.333787322,0.384320289,0.423033446,0.522155404,0.574898303,0.761399686,0.767783284,0.724787891,0.902215004,0.892677248,0.963751614
7849.893853,0.426303267,0.426581532,1.331264138,0.377016783,0.418902934,0.521077812,0.578517497,0.76139158,0.766169846,0.729943514,0.902156174,0.895450175,0.970796227
7849.411673,0.421701401,0.4308137,1.311372519,0.371087849,0.410787821,0.51008898,0.584817588,0.756872594,0.765809715,0.734486282,0.895252228,0.891376615,0.968452573
7848.929493,0.426945925,0.440805793,1.294328928,0.371042907,0.407646596,0.505304217,0.590197086,0.755574226,0.770663559,0.735861361,0.886207521,0.882328987,0.964919329
7848.447312,0.441945076,0.455999762,1.293113589,0.368056685,0.405945152,0.51195085,0.593068898,0.757373452,0.773834467,0.733200431,0.877537489,0.87536931,0.964286566
7847.965132,0.451956749,0.462348819,1.297450304,0.353870869,0.399275601,0.519360721,0.581215322,0.755552411,0.770480335,0.729148269,0.870767891,0.87561214,0.957306862
7847.482952,0.451798439,0.450722426,1.293289065,0.341166407,0.393055499,0.509957135,0.55325979,0.751029611,0.76901263,0.72940582,0.872231424,0.882139087,0.947259903
7847.000772,0.440193832,0.439541757,1.285579562,0.343213141,0.39575395,0.485195339,0.53284663,0.751148939,0.773273647,0.733335555,0.880796611,0.891701818,0.947537363
7846.518591,0.432135522,0.454775333,1.289631486,0.361558855,0.408645481,0.473608613,0.542694509,0.753037512,0.778140008,0.732882261,0.885356486,0.898223817,0.95752573
7846.036411,0.447138876,0.483032346,1.303942204,0.385125101,0.423411548,0.490170687,0.573137701,0.750510097,0.778416395,0.726858497,0.881107867,0.897057474,0.964416206
7845.554231,0.473488897,0.486006916,1.310194492,0.395810962,0.431914479,0.516238272,0.597168446,0.748347104,0.77541554,0.724464595,0.875825644,0.893770576,0.964224756
7845.072051,0.486578971,0.463160664,1.302188516,0.39207381,0.433606982,0.526712716,0.60234338,0.749297678,0.776620686,0.731454551,0.875261009,0.891503274,0.963906407
7844.589871,0.476042747,0.433305621,1.284492493,0.38233459,0.421977133,0.516646504,0.586174905,0.749386311,0.782194853,0.739855707,0.876229405,0.885649085,0.969851732
7844.10769,0.453689963,0.412481964,1.266079664,0.369686037,0.395721406,0.501040936,0.561377943,0.747600257,0.782313168,0.738510311,0.878683269,0.879812241,0.980457067
7843.62551,0.443518341,0.420819074,1.257797956,0.364878714,0.379030228,0.490961373,0.552573919,0.745450258,0.775434434,0.729025066,0.886842489,0.881358564,0.984107137
7843.14333,0.448312759,0.452392101,1.260928154,0.376031548,0.383080184,0.481987268,0.55945003,0.745265186,0.771513402,0.719147146,0.898915648,0.889630437,0.977030039
7842.66115,0.455987215,0.476084888,1.27524209,0.389971524,0.392837405,0.477423668,0.561475754,0.748727262,0.775395453,0.714622319,0.907239139,0.898063838,0.973445535
7842.17897,0.462102592,0.479638427,1.297843695,0.394609094,0.406767428,0.484163225,0.557432413,0.752758324,0.77895391,0.717983902,0.90553093,0.896665931,0.980524004
7841.696789,0.461926758,0.480096161,1.313400507,0.397830874,0.429999948,0.49267906,0.557640314,0.752400219,0.772739172,0.722372115,0.8962062,0.883590937,0.986094892
7841.214609,0.449546605,0.476537734,1.316116214,0.399635404,0.43932271,0.495053113,0.554607272,0.750025272,0.764978051,0.721172512,0.889675438,0.871240318,0.983864963
7840.732429,0.427225083,0.445423007,1.320262551,0.383467138,0.411342531,0.489150614,0.541378975,0.750843346,0.764533758,0.720336974,0.893738985,0.869227171,0.982221961
7840.250249,0.408914,0.402618527,1.322803974,0.3581011,0.367890626,0.479605049,0.530460179,0.753061771,0.765100062,0.726431012,0.904037178,0.875779688,0.982473969
7839.768068,0.409014016,0.391167194,1.306799531,0.351893514,0.347230405,0.484896332,0.527389288,0.752921402,0.769582927,0.738164127,0.907871068,0.884717882,0.980116427
7839.285888,0.42524159,0.416849911,1.286907196,0.366454095,0.3533324,0.508607686,0.525630653,0.750880361,0.784715056,0.748537183,0.900101721,0.891132951,0.979905844
7838.803708,0.446452737,0.447954297,1.280708909,0.381723374,0.367578298,0.534603953,0.533021867,0.749726236,0.797247112,0.747396648,0.888979554,0.893064618,0.983510137
7838.321528,0.461654216,0.461975217,1.274898529,0.387622535,0.383738697,0.536706507,0.553060889,0.74981916,0.795139253,0.733616412,0.884242535,0.891917288,0.980485022
7837.839348,0.462515086,0.464990497,1.264996409,0.390775025,0.396935523,0.50344646,0.570862532,0.748963773,0.786604404,0.720717371,0.886932909,0.891259253,0.970260203
7837.357167,0.45315361,0.466454208,1.264354944,0.398790121,0.398454696,0.469416559,0.575370312,0.747763932,0.781759083,0.721419215,0.892610669,0.894828081,0.961260378
7836.874987,0.446071744,0.465147227,1.27166748,0.407450378,0.39128834,0.466474444,0.567997396,0.747722089,0.779864848,0.731408238,0.897390246,0.902901292,0.952822268
7836.392807,0.446425945,0.464433193,1.281851768,0.412474185,0.384965658,0.488254666,0.558518887,0.747667789,0.775752127,0.734908104,0.89989084,0.910262823,0.950045109
7835.910627,0.444349766,0.468269825,1.292559147,0.415081054,0.388756394,0.506827831,0.55871737,0.747205198,0.771031737,0.727711737,0.901887357,0.910315573,0.960483551
7835.428447,0.430673659,0.470876634,1.293784261,0.411393374,0.400663137,0.502904952,0.569024026,0.746713877,0.770148337,0.720911562,0.905761361,0.902510285,0.970490217
7834.946266,0.421265304,0.466584682,1.284364223,0.398900747,0.405199438,0.48798582,0.57792294,0.746242046,0.76977092,0.722360849,0.908677816,0.895187736,0.969127238
7834.464086,0.433639973,0.457630932,1.273872733,0.383446008,0.401477456,0.478311121,0.578285873,0.747601449,0.76614511,0.727786779,0.906867862,0.895576775,0.968726933
7833.981906,0.452602625,0.450920105,1.27265954,0.368843555,0.402017325,0.476180047,0.572184145,0.750239849,0.76159066,0.730694592,0.90196532,0.898351073,0.975164413
7833.499726,0.46005246,0.449440151,1.284412265,0.358775586,0.407579571,0.48397994,0.568026543,0.750270307,0.758845329,0.73203063,0.891987503,0.898045003,0.979748189
7833.017546,0.464185119,0.451855481,1.30325079,0.355841756,0.408017069,0.501936078,0.571966469,0.748189807,0.760909498,0.732833207,0.879403591,0.903243005,0.976966679
7832.535365,0.467132807,0.457261443,1.323750973,0.353728056,0.399746597,0.512594938,0.574324965,0.747087121,0.769076645,0.732146502,0.876031935,0.914780736,0.973382652
7832.053185,0.467164457,0.462646425,1.324391723,0.354190737,0.395478576,0.499174625,0.570275187,0.747068644,0.778244257,0.732085228,0.880075395,0.919385195,0.979646444
7831.571005,0.470599473,0.460501134,1.289390922,0.362202644,0.40312928,0.474990457,0.562836289,0.747654617,0.783650279,0.731745183,0.882514834,0.917815566,0.98996377
7831.088825,0.467606694,0.448948383,1.257473826,0.369220108,0.410980672,0.46126464,0.5438779,0.749114573,0.785351157,0.729251444,0.884371221,0.914853156,0.987979233
7830.606644,0.451816499,0.444066584,1.25456214,0.373232156,0.413345426,0.458985835,0.521579385,0.751111329,0.78041786,0.730161905,0.885255396,0.903461397,0.973636389
7830.124464,0.446441174,0.463102192,1.261090279,0.383938879,0.415159613,0.464162141,0.524540901,0.75388056,0.76932174,0.734634936,0.882804155,0.889524698,0.961329341
7829.642284,0.463411331,0.493111074,1.269464254,0.400975466,0.414265484,0.47623834,0.555863857,0.756822348,0.763264,0.73227489,0.882443309,0.889749169,0.959285676
7829.160104,0.47962898,0.502883673,1.283008337,0.405924648,0.409768611,0.482481331,0.581329525,0.755825341,0.764693558,0.723329723,0.888502479,0.901943326,0.958788693
7828.677924,0.478985637,0.490407377,1.284515023,0.387199789,0.404302031,0.475687832,0.583374083,0.750465512,0.765658021,0.718677461,0.894369364,0.906248093,0.949572265
7828.195743,0.4737055,0.483902931,1.274976373,0.369544625,0.405585617,0.477952302,0.582346678,0.74700731,0.766343117,0.721295953,0.893014014,0.895581722,0.94067955
7827.713563,0.47364822,0.486965626,1.280612826,0.377946198,0.420168042,0.495712519,0.584250689,0.748048425,0.767361164,0.728479087,0.889584124,0.886985064,0.945681036
7827.231383,0.468189031,0.480675191,1.304397345,0.395046562,0.431475818,0.499331802,0.574439049,0.749842048,0.764823973,0.736830354,0.893003285,0.895019233,0.962303877
7826.749203,0.453510225,0.471568674,1.323233604,0.400097519,0.424637377,0.489938408,0.556827605,0.749783695,0.762739062,0.739851832,0.900992513,0.910490632,0.977475405
7826.267023,0.445257872,0.469787121,1.319071054,0.401792824,0.410417706,0.493873864,0.551282942,0.749167562,0.765366018,0.736023724,0.904296577,0.913209081,0.983195662
7825.784842,0.450360626,0.469576299,1.295256853,0.406367272,0.39913547,0.501763105,0.558447242,0.748064101,0.768614948,0.732007205,0.903808117,0.900668204,0.984240115
7825.302662,0.458461523,0.470488518,1.274276972,0.402779549,0.392273366,0.497430474,0.556836069,0.745382369,0.769912541,0.729243219,0.906115234,0.888397276,0.985405326
7824.820482,0.461142182,0.471741676,1.275518179,0.386278927,0.388443023,0.487361878,0.542870879,0.744646132,0.771808386,0.724119782,0.90653342,0.885750651,0.984885275
7824.338302,0.46172592,0.468286216,1.293668509,0.367203325,0.385545075,0.480546921,0.534071684,0.747497976,0.775121331,0.719972491,0.897524238,0.888291359,0.986292064
7823.856121,0.463776082,0.459667772,1.30762434,0.357604921,0.391154498,0.485378474,0.537130296,0.747879267,0.778259516,0.720525861,0.884574533,0.886371195,0.98893249
7823.373941,0.461813897,0.450171113,1.314671397,0.358499527,0.40467611,0.494650155,0.542641044,0.744735658,0.782115638,0.721689761,0.877504408,0.877996147,0.982564628
7822.891761,0.456463367,0.451198727,1.324167848,0.36841315,0.409895033,0.489821076,0.547786176,0.745104313,0.785231948,0.720088899,0.880685151,0.875091672,0.971192241
7822.409581,0.45193103,0.466764808,1.323739767,0.387337476,0.406633854,0.480195284,0.557081461,0.750887334,0.783794582,0.71772629,0.892854691,0.8850317,0.967120588
7821.927401,0.45090431,0.479949296,1.308553815,0.405536711,0.408043832,0.489025116,0.56241852,0.757875979,0.78093344,0.717241168,0.905170202,0.897971511,0.968371272
7821.44522,0.456700385,0.477004528,1.298508883,0.407812357,0.413524687,0.503940761,0.556912661,0.760674119,0.778057158,0.719513357,0.910787821,0.90647918,0.96713829
7820.96304,0.461829305,0.467149645,1.297015071,0.393615127,0.412029833,0.498381734,0.546614349,0.756144345,0.774482548,0.723527551,0.911813438,0.911208868,0.966322303
7820.48086,0.459826887,0.464176744,1.292073846,0.381927818,0.404306531,0.488197833,0.537034512,0.749956191,0.77526629,0.7289235,0.908273339,0.910141766,0.972920477
7819.99868,0.453838289,0.465611637,1.281699061,0.382448971,0.406610012,0.496855736,0.534139991,0.749012768,0.779028654,0.735819459,0.900713921,0.905348301,0.983218014
7819.5165,0.446012229,0.462845832,1.270610213,0.38274008,0.416809827,0.508419573,0.541049838,0.750674427,0.780162156,0.739320457,0.896966457,0.898447573,0.984314203
7819.034319,0.440488726,0.457661629,1.26414609,0.381103933,0.418660551,0.509477139,0.553495407,0.751127839,0.778233767,0.736522913,0.901113451,0.889198065,0.972425878
7818.552139,0.438234925,0.452299595,1.267650247,0.38629204,0.420489877,0.509950995,0.563675761,0.753653586,0.772343457,0.733424842,0.909006298,0.884806812,0.964521885
7818.069959,0.437259942,0.449968547,1.280185342,0.393357038,0.433877617,0.509463191,0.562339723,0.75932014,0.764860511,0.734747469,0.913969874,0.889262915,0.973092437
7817.587779,0.440813094,0.455091268,1.294485092,0.392430067,0.441245139,0.501004457,0.552861392,0.762159169,0.762114048,0.7398085,0.913102329,0.898496151,0.981852591
7817.105599,0.446850836,0.460500002,1.304659247,0.38530606,0.425730646,0.491811693,0.550346613,0.760411501,0.765743911,0.744416475,0.911928296,0.906558275,0.978617013
7816.623418,0.449728638,0.459521502,1.306509018,0.385410905,0.401781857,0.49184972,0.560040891,0.756744802,0.772787988,0.743972957,0.910965562,0.907524586,0.978456736
7816.141238,0.454229265,0.46305126,1.295439482,0.397806466,0.397054255,0.497634649,0.574650824,0.75166446,0.777512491,0.741859794,0.90284586,0.903615355,0.98572284
7815.659058,0.462064624,0.479148418,1.271060944,0.406172991,0.416994631,0.50120014,0.580446243,0.747948408,0.77605629,0.742453873,0.893058836,0.900814116,0.989079177
7815.176878,0.46056053,0.494116068,1.24741447,0.398862392,0.435462862,0.506590009,0.569401324,0.748986781,0.771986663,0.743277073,0.892483532,0.896626115,0.98783952
7814.694697,0.441907853,0.491441965,1.244709134,0.387422442,0.433136851,0.506316185,0.549589217,0.753624797,0.768448532,0.742693126,0.896197855,0.887310743,0.983995438
7814.212517,0.421238989,0.468383938,1.267875671,0.39174515,0.4250184,0.488336891,0.538419902,0.757365644,0.76563853,0.737713933,0.894449234,0.877412856,0.977019966
7813.730337,0.418597966,0.438706845,1.299925208,0.404846936,0.419728935,0.479146928,0.5456267,0.757407844,0.766576052,0.726379991,0.889336288,0.873057306,0.976270318
7813.248157,0.420200318,0.416843176,1.31189239,0.395616531,0.402805954,0.493176967,0.557003856,0.75629431,0.770765781,0.717867911,0.886227131,0.874270797,0.987174571
7812.765977,0.407359272,0.403606296,1.294638991,0.369968563,0.383545667,0.502159238,0.560047626,0.756343961,0.774179518,0.72104001,0.884887278,0.878928363,0.993866265
7812.283796,0.402659774,0.401661962,1.270268202,0.358368456,0.386334628,0.496611148,0.566753387,0.756573796,0.77823931,0.735206604,0.88469696,0.885529876,0.984757066
7811.801616,0.424448133,0.414858341,1.258841276,0.365217507,0.403871745,0.491996706,0.581698835,0.756628335,0.783002794,0.753879607,0.888616621,0.889461756,0.97400403
7811.319436,0.45330292,0.441383213,1.261439562,0.37912485,0.416050047,0.488515228,0.589438796,0.757914364,0.78368324,0.765868902,0.896659493,0.8880952,0.969467163
7810.837256,0.465182483,0.467936635,1.267732143,0.388375998,0.417071939,0.48660475,0.577983499,0.761278808,0.781916618,0.763594806,0.900450587,0.884281933,0.962514281
7810.355076,0.453425378,0.46564573,1.273634672,0.38543123,0.402661115,0.491113186,0.553481877,0.76377064,0.781870306,0.751184702,0.894971728,0.87999475,0.956114471
7809.872895,0.430301815,0.43609494,1.286613822,0.378789693,0.384003937,0.499970704,0.536767304,0.762057722,0.78198415,0.737534225,0.886246622,0.878208637,0.958184183
7809.390715,0.413772881,0.414402634,1.304155231,0.377889216,0.381569237,0.512331307,0.540783644,0.756992221,0.783092558,0.729314387,0.88372916,0.88206315,0.963286817
7808.908535,0.410834104,0.411153883,1.315364718,0.379116535,0.389255196,0.519468367,0.557324708,0.751464128,0.786760569,0.729745805,0.891324699,0.888052046,0.966214955
7808.426355,0.416562349,0.414222032,1.321227551,0.377671212,0.387995332,0.507551134,0.572216153,0.748781502,0.788705051,0.737218499,0.90226841,0.893472731,0.968874633
7807.944174,0.419635177,0.417619437,1.319934487,0.374627143,0.375684589,0.488980144,0.57550782,0.7486642,0.786889434,0.743980646,0.905630469,0.899049163,0.969945669
7807.461994,0.414047122,0.415640056,1.302520394,0.368832558,0.361091733,0.483359128,0.558801234,0.749156415,0.784620047,0.743020654,0.898684382,0.899909139,0.966185689
7806.979814,0.408299714,0.405309409,1.274558783,0.357809335,0.357347488,0.483415991,0.533907354,0.752523541,0.78380549,0.738243341,0.889615119,0.895222485,0.961829185
7806.497634,0.412230462,0.404752016,1.254435301,0.35064134,0.373564005,0.481643975,0.5259583,0.756475151,0.781729996,0.735266268,0.887730718,0.894680023,0.965557218
7806.015454,0.423490912,0.424942106,1.256059766,0.35951224,0.393978059,0.489352494,0.535012066,0.755431533,0.77695787,0.732084453,0.894871593,0.897787213,0.975715458
7805.533273,0.429296881,0.443871886,1.27104938,0.375076592,0.398074359,0.500803053,0.543408155,0.754711807,0.774485469,0.728632212,0.90305841,0.894152105,0.980386972
7805.051093,0.42058304,0.439154506,1.278517842,0.375382543,0.386396706,0.501059711,0.545785725,0.759309471,0.776649773,0.728699207,0.904779434,0.88721633,0.975385845
7804.568913,0.407421529,0.418001801,1.280638695,0.360968947,0.366870165,0.492218435,0.547721446,0.76203382,0.778930128,0.732309461,0.90597707,0.886227131,0.969229996
7804.086733,0.405231565,0.40098545,1.287803888,0.35074234,0.354396224,0.478121936,0.55283159,0.760952055,0.780950725,0.736133397,0.911067963,0.889019251,0.968282878
7803.604553,0.415869355,0.395860851,1.292008638,0.350976527,0.360798925,0.463181585,0.561477125,0.764294386,0.783987582,0.739783883,0.914411187,0.890163064,0.971849144
7803.122372,0.433286995,0.402533233,1.289021254,0.361578643,0.376895189,0.46264416,0.571806252,0.771822751,0.782782674,0.745388448,0.91193676,0.889970124,0.976267993
7802.640192,0.449003428,0.419692218,1.29054153,0.378760725,0.384500891,0.478474438,0.57816118,0.774011135,0.777412772,0.749175847,0.905833185,0.891013265,0.973727167
7802.158012,0.455150217,0.440698057,1.30563736,0.388807446,0.381403387,0.493165165,0.576706111,0.767211676,0.774390757,0.744169593,0.900317609,0.894212961,0.965168178
7801.675832,0.449249685,0.456340253,1.32021451,0.389561653,0.379413158,0.505856454,0.568078816,0.757759154,0.774810374,0.733524919,0.892735898,0.897158325,0.962701321
7801.193652,0.440389156,0.460949242,1.308083773,0.389078081,0.383571327,0.522790253,0.56135726,0.753352404,0.778699934,0.727824271,0.882627606,0.895470142,0.966982365
7800.711471,0.442231476,0.458698839,1.283830285,0.388283908,0.392795622,0.52804178,0.568071246,0.754775941,0.783184946,0.728608608,0.878386319,0.891834736,0.968570471
7800.229291,0.447528422,0.455595613,1.283772111,0.386019915,0.402035177,0.515699267,0.582103133,0.757383764,0.780123532,0.72955215,0.882068932,0.893322289,0.966699243
7799.747111,0.435919285,0.444652289,1.301816344,0.376080424,0.399098903,0.501700878,0.582899034,0.759041607,0.772220552,0.729054868,0.888567984,0.899596274,0.968881905
7799.264931,0.411681145,0.415028185,1.305809379,0.356753767,0.3852337,0.492042482,0.563681245,0.760220349,0.770472884,0.729386866,0.896086812,0.905731261,0.974233031
7798.78275,0.396256655,0.379999489,1.294624209,0.345047116,0.375155628,0.482695669,0.544889748,0.759249628,0.776147425,0.73317945,0.903555572,0.906636298,0.973835468
7798.30057,0.401699185,0.375050604,1.287061214,0.355304122,0.378816813,0.47989282,0.549128056,0.757237494,0.781762183,0.741260052,0.90504992,0.902296305,0.970050752
7797.81839,0.427497208,0.412045747,1.287860632,0.375420302,0.394214481,0.493457288,0.569534123,0.757404745,0.782693148,0.749281347,0.900726736,0.898469388,0.972438335
7797.33621,0.458712369,0.453109384,1.300201535,0.384283692,0.406061441,0.512496889,0.584251642,0.757221997,0.780946612,0.751892984,0.89837569,0.892323732,0.978674352
7796.85403,0.469976693,0.455862641,1.321702123,0.378541708,0.403656334,0.516137958,0.581591666,0.754611731,0.780595422,0.747334838,0.896845222,0.878722012,0.977211058
7796.371849,0.45788762,0.435929954,1.331847429,0.365537941,0.39035818,0.498222232,0.565411627,0.7529881,0.782120645,0.738429606,0.892673731,0.869091153,0.966564715
7795.889669,0.446009487,0.432920009,1.328155994,0.360272139,0.377759784,0.472712487,0.556866765,0.754048645,0.783973336,0.731564879,0.891844451,0.875942707,0.955434859
7795.407489,0.446091741,0.449868768,1.328288317,0.37292701,0.382934779,0.464797139,0.563747108,0.75499934,0.787235856,0.729863226,0.896388948,0.890196145,0.949418843
7794.925309,0.44915691,0.461833924,1.334261656,0.386792362,0.399633974,0.48049444,0.564811945,0.754094064,0.788708806,0.731953621,0.898614466,0.896533668,0.952069581
7794.443129,0.450789958,0.458122015,1.337483168,0.390945017,0.40357548,0.497565329,0.553890944,0.753925741,0.783527315,0.738253415,0.895227373,0.897675931,0.960137308
7793.960948,0.448609263,0.445252955,1.329786897,0.390938729,0.397120506,0.495908231,0.546389341,0.756828189,0.779971361,0.745613813,0.89304167,0.900971293,0.961722136
7793.478768,0.436697304,0.437401146,1.312471867,0.38935709,0.394243836,0.481438458,0.550987482,0.759447575,0.783134699,0.744272828,0.896624267,0.905623794,0.957886755
7792.996588,0.426546276,0.445631325,1.308585882,0.393856257,0.394610077,0.478509933,0.565538883,0.757754862,0.784311473,0.735180497,0.900142014,0.911040008,0.963732481
7792.514408,0.436139554,0.462804079,1.33574295,0.401932806,0.403252542,0.497618437,0.577392578,0.754568577,0.784431875,0.730222225,0.897557795,0.913841069,0.979703724
7792.032227,0.452853829,0.473689854,1.36713779,0.404672503,0.424864501,0.515798271,0.5724594,0.753452599,0.788530767,0.732589602,0.89152211,0.90886271,0.988579869
7791.550047,0.451904058,0.470360398,1.360887766,0.401457727,0.439697832,0.513097107,0.555244327,0.755100369,0.789746284,0.735773981,0.887343884,0.902472913,0.986358881
7791.067867,0.440056086,0.458756536,1.334222436,0.389569312,0.429131329,0.498736471,0.549238265,0.759097636,0.786731601,0.735958815,0.888949454,0.900351644,0.986122131
7790.585687,0.43942076,0.451350093,1.327634573,0.381741852,0.408830345,0.492115259,0.565799832,0.761237741,0.785901487,0.736217141,0.89877516,0.895508766,0.990550399
7790.103507,0.445318192,0.446261197,1.336617351,0.389142543,0.399476916,0.49927488,0.582578659,0.759323239,0.787861049,0.737748146,0.909900486,0.88781774,0.99145174
7789.621326,0.440502614,0.439327747,1.338154078,0.392596632,0.3972238,0.505500615,0.583521247,0.755035818,0.789408803,0.736141682,0.906905472,0.885098815,0.986122847
7789.139146,0.430488527,0.431838334,1.335583329,0.380702525,0.387628287,0.500432372,0.57903868,0.750430167,0.7881428,0.733143926,0.893974781,0.885455608,0.978392661
7788.656966,0.430237323,0.425493747,1.334784269,0.370633334,0.37383157,0.493460476,0.573894322,0.749031901,0.784738243,0.735852182,0.890423059,0.886082172,0.973593831
7788.174786,0.44073239,0.428902745,1.326129317,0.375544071,0.376337558,0.496721417,0.565276384,0.75109607,0.78375423,0.74258846,0.895568788,0.891007066,0.973314762
7787.692606,0.453692317,0.443624765,1.308584332,0.381997079,0.395987064,0.510726511,0.560661495,0.752966344,0.788845539,0.74685657,0.896975458,0.898111463,0.975416601
7787.210425,0.456746668,0.453145564,1.289747834,0.36942634,0.40921104,0.519630075,0.565338671,0.753044307,0.794829905,0.747087657,0.890941083,0.900682986,0.978989184
7786.728245,0.443238437,0.444553941,1.274118662,0.346675038,0.399854511,0.507084131,0.565885484,0.753088713,0.792982101,0.742898047,0.882846475,0.900524795,0.982578099
7786.246065,0.427935243,0.429820091,1.266425371,0.339200526,0.378546089,0.486268669,0.550420165,0.754459381,0.786851168,0.734446645,0.882105768,0.902660012,0.984054983
7785.763885,0.426034361,0.424452811,1.273356915,0.34898144,0.368154615,0.478404492,0.531777918,0.755228162,0.786998987,0.727671742,0.890705228,0.903771996,0.983140707
7785.281705,0.428562433,0.423186064,1.298720598,0.362985998,0.375370532,0.472196817,0.527518392,0.752673805,0.793058753,0.728199303,0.901692092,0.899086773,0.981705189
