,Absorbance Spectrum,Absorbance Spectrum,,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum,Absorbance Spectrum
Wavenumber cm-1,,,,,,,,,,,,,
,Lumilog_GaN_substrate 20degC,Lumilog_GaN_substrate_80degC,LUMILOG_GaN_substrate_-160degC,B120504_InGaN_20degC,B120504_InGaN_80degC,B120504_InGaN_20degC_Vak,B120504_InGaN_-160degC_Vak,J130828_10nm_M16_InGaN_20degC_Vak,J130828_10nm_M16_InGaN_-160degC_Vak,J130828_10nm_M16_InGaN_90degC,J140228_3nm_InGaN_20degC,J140228_3nm_InGaN_90degC,J140228_3nm_InGaN_-160degC
4052.242502,0.301263213,0.304760337,1.587866902,0.168859363,0.166662425,0.388253957,0.449515611,1.049888849,1.09131372,1.044754624,1.161795139,1.14423871,1.236594796
4051.760322,0.301787674,0.305024505,1.587744117,0.168825492,0.166538045,0.387863368,0.449667573,1.05001235,1.091228485,1.044785738,1.162004113,1.144344687,1.236920476
4051.278142,0.301767558,0.304964513,1.588143349,0.16860114,0.166173503,0.387792021,0.449949533,1.049822688,1.091153264,1.044649839,1.161939383,1.144397259,1.236847281
4050.795962,0.30170995,0.305042922,1.588825226,0.168626636,0.165905118,0.388292938,0.450243801,1.049982429,1.091487885,1.044911742,1.161711216,1.144449115,1.236539006
4050.313782,0.301744014,0.30512169,1.589536428,0.168764904,0.165729687,0.388664335,0.450426608,1.050253272,1.09175384,1.045105696,1.161576509,1.144621491,1.236466289
4049.831601,0.3015863,0.305101067,1.590013742,0.168774784,0.165720254,0.388725668,0.450659811,1.050246835,1.091778994,1.045067787,1.161586761,1.144772172,1.23642385
4049.349421,0.30148825,0.305299073,1.590028524,0.168824539,0.16608274,0.388756126,0.450912684,1.050362825,1.091951489,1.045352101,1.161740303,1.14480269,1.236201882
4048.867241,0.301826119,0.305598468,1.58972621,0.168986127,0.166612655,0.388553113,0.450840056,1.050690293,1.092132211,1.045745254,1.161878586,1.144798636,1.236066222
4048.385061,0.302298248,0.305554152,1.589434862,0.169063032,0.166956678,0.388170391,0.450651348,1.050723195,1.092020154,1.045630455,1.16178751,1.144761562,1.236094356
4047.902881,0.302381158,0.305415213,1.589357972,0.169032857,0.167198747,0.388211578,0.450695336,1.050629616,1.091954589,1.04549098,1.16165483,1.144673824,1.236178875
4047.4207,0.302151263,0.305691659,1.589684606,0.169004619,0.167395577,0.388557494,0.450638324,1.050886393,1.092087388,1.045887828,1.161824346,1.144591093,1.236411095
4046.93852,0.302129537,0.306164831,1.590737104,0.168937773,0.167260915,0.388602555,0.450387478,1.051081657,1.092012048,1.046191454,1.162353635,1.144801974,1.236935735
4046.45634,0.302368492,0.306362629,1.591944456,0.169069141,0.167255923,0.388745189,0.450648069,1.050682425,1.09156549,1.045635343,1.163194299,1.14573884,1.237639427
4045.97416,0.302803993,0.30688405,1.591718197,0.170650005,0.169020429,0.389355004,0.451351434,1.050258636,1.091129661,1.044235349,1.16334784,1.146297932,1.237402678
4045.491979,0.304152161,0.309079617,1.590474248,0.173763916,0.172519773,0.389838606,0.451478392,1.050884724,1.091636539,1.043233633,1.161969781,1.145128489,1.235631108
4045.009799,0.305592209,0.311464846,1.590518117,0.175471127,0.174528599,0.390110821,0.451407015,1.052152514,1.093144774,1.043647408,1.16103816,1.144114971,1.234553576
4044.527619,0.305164605,0.310969919,1.591590405,0.174424499,0.173471063,0.390420705,0.452039093,1.05250299,1.09398675,1.04433763,1.161886334,1.14483273,1.235557318
4044.045439,0.304146916,0.309024334,1.591818452,0.172830194,0.171467036,0.390368402,0.452532381,1.051871061,1.093439817,1.044519424,1.162756205,1.145582914,1.236887455
4043.563259,0.30406481,0.308069497,1.591311216,0.171822324,0.169872716,0.389859825,0.452277571,1.051134348,1.09249115,1.044690013,1.162766099,1.145501733,1.237500668
4043.081078,0.304007918,0.307476521,1.591139674,0.171123832,0.168706983,0.389574468,0.451921731,1.05066371,1.092070222,1.044920206,1.162493944,1.145259142,1.237678885
4042.598898,0.30399698,0.307007581,1.591569543,0.170829996,0.16820769,0.389805377,0.451699883,1.050777674,1.092385173,1.045450091,1.162252784,1.145092964,1.237499833
4042.116718,0.304255933,0.306933463,1.592068434,0.170714319,0.168084621,0.389871955,0.451439142,1.051270485,1.092820287,1.04621768,1.162171125,1.145054579,1.237155557
4041.634538,0.304130733,0.306911528,1.592200041,0.170482352,0.16790165,0.389722407,0.451387107,1.051541805,1.092971683,1.046646118,1.162131667,1.14522922,1.236945033
4041.152358,0.303839236,0.307135701,1.591808915,0.17042172,0.167946845,0.390144169,0.451657772,1.051857352,1.093269348,1.046944976,1.162026763,1.145540237,1.237012744
4040.670177,0.30386138,0.307820976,1.591194153,0.170650244,0.168332741,0.390665859,0.45176056,1.052510977,1.093786597,1.047339559,1.162080646,1.145696878,1.237267971
4040.187997,0.303989619,0.308396488,1.591304302,0.170849144,0.16858615,0.390487611,0.451612949,1.052799463,1.093978047,1.047410131,1.162380099,1.145528555,1.237475514
4039.705817,0.304064572,0.308481663,1.592053175,0.170981631,0.168658808,0.39035809,0.451719522,1.052529812,1.093811154,1.047275305,1.162595749,1.145241141,1.237472415
4039.223637,0.304382026,0.308648676,1.59237957,0.171245009,0.168886095,0.390931696,0.452099174,1.052532315,1.093813777,1.047502279,1.162563205,1.145171285,1.237267852
4038.741457,0.304876655,0.309091985,1.592178226,0.171418399,0.169127449,0.391410291,0.452337414,1.052837133,1.093955874,1.047803283,1.16248703,1.145354629,1.237049699
4038.259276,0.305117428,0.309251577,1.59212327,0.171171635,0.169115677,0.391136944,0.452441245,1.052827358,1.093998075,1.047790885,1.162453413,1.145523548,1.237040043
4037.777096,0.305206031,0.309016198,1.5924505,0.170886859,0.169096887,0.390709579,0.452709854,1.052785397,1.094274879,1.04792583,1.162436604,1.145574093,1.237209082
4037.294916,0.305387437,0.308766425,1.592773676,0.170968205,0.169222221,0.390621394,0.452894896,1.053082228,1.094717503,1.048231959,1.162541509,1.145608783,1.237338305
4036.812736,0.305558354,0.308726877,1.592826366,0.17108649,0.169222116,0.39062193,0.452748358,1.05319798,1.094745159,1.048182487,1.16269803,1.145676851,1.23735702
4036.330555,0.305790007,0.308818668,1.592834473,0.171159148,0.169223681,0.390873045,0.452742159,1.053032517,1.094577074,1.048097968,1.162675381,1.145704508,1.237365246
4035.848375,0.306172907,0.308992416,1.592939734,0.171526432,0.169557542,0.391490012,0.452980906,1.053154349,1.094689727,1.048427582,1.162644029,1.145615458,1.23750627
4035.366195,0.306324512,0.309218109,1.592820644,0.17200695,0.169991612,0.39160949,0.452995747,1.053391695,1.094796419,1.048590541,1.16275692,1.145367742,1.237511396
4034.884015,0.306041211,0.309218347,1.592510462,0.172005802,0.17005235,0.391026407,0.452903092,1.053404808,1.094797492,1.048333764,1.162849069,1.145198703,1.237104893
4034.401835,0.305591404,0.308752537,1.592619658,0.171542034,0.169700429,0.390731782,0.452988923,1.05357492,1.09504199,1.048345327,1.162928104,1.145524025,1.236786962
4033.919654,0.305342108,0.308381349,1.59331429,0.171301529,0.169369549,0.390989929,0.453000128,1.053925633,1.095341206,1.048610926,1.162972808,1.146078944,1.236899137
4033.437474,0.305489212,0.308853477,1.594180942,0.17144376,0.169316947,0.391327739,0.452950239,1.053936601,1.095310092,1.048467994,1.162821174,1.146220922,1.237094283
4032.955294,0.305744946,0.309646308,1.594791174,0.171551377,0.169384688,0.391665846,0.453037709,1.053749323,1.095212221,1.048158646,1.162607074,1.146011233,1.237128258
4032.473114,0.305850953,0.309932739,1.595009208,0.171640337,0.169530228,0.39183405,0.452919215,1.053851366,1.095299959,1.048149109,1.162518978,1.145797849,1.237113953
4031.990934,0.306090236,0.309968382,1.595055461,0.171950608,0.169895917,0.391479105,0.45252189,1.054026008,1.095265746,1.048176646,1.162333965,1.145539045,1.237195253
4031.508753,0.306528598,0.31008029,1.595212579,0.172147304,0.170247957,0.391137302,0.452447057,1.054015279,1.095148087,1.048288822,1.16218245,1.145574808,1.237414479
4031.026573,0.30663985,0.3100667,1.595211625,0.172077581,0.170415208,0.39152351,0.45273295,1.054138184,1.095302939,1.048659921,1.162470937,1.146172404,1.237580299
4030.544393,0.306513041,0.310341179,1.59467864,0.172291696,0.170747489,0.392097026,0.452833623,1.054511786,1.095603704,1.048908353,1.162786245,1.146460414,1.23744452
4030.062213,0.306721717,0.311223596,1.594259143,0.172734052,0.171138078,0.392275363,0.453019828,1.054777861,1.095851898,1.049027085,1.162799358,1.146063089,1.237286925
4029.580032,0.306989938,0.311738819,1.59468329,0.1728075,0.171072096,0.392415434,0.453710735,1.054851174,1.096137762,1.049373865,1.162917972,1.145844102,1.23740983
4029.097852,0.306976557,0.311420351,1.595479965,0.172624454,0.170690894,0.392601699,0.454223812,1.054948211,1.096279263,1.049735308,1.163187385,1.146148324,1.237534761
4028.615672,0.306925774,0.311004817,1.595872402,0.172589943,0.170474112,0.392568976,0.454090178,1.05492568,1.095928907,1.049671769,1.163155317,1.146434665,1.237408638
4028.133492,0.306961358,0.310865432,1.595836401,0.172682166,0.170503557,0.392597973,0.453902155,1.054766655,1.095517993,1.049433351,1.162836194,1.146427512,1.237195015
4027.651312,0.307020217,0.310797483,1.595857382,0.172695756,0.170568839,0.392773837,0.453861564,1.054936051,1.095707417,1.049613595,1.16273737,1.146365404,1.237147808
4027.169131,0.307012945,0.310746372,1.596344829,0.172478482,0.17048496,0.392592549,0.453730702,1.055229902,1.096005917,1.049906373,1.163304687,1.146763086,1.237531662
4026.686951,0.306875825,0.310937226,1.596491337,0.172685593,0.171000749,0.392233908,0.453983903,1.054830432,1.095561743,1.049073339,1.164126515,1.147490025,1.238006353
4026.204771,0.307366729,0.312286317,1.595190525,0.174562991,0.17337583,0.392276794,0.454449713,1.054466248,1.095250249,1.047565341,1.163677931,1.146996737,1.237195611
4025.722591,0.30907613,0.315046489,1.594304323,0.176983133,0.176032037,0.392648071,0.454194576,1.055626154,1.096481085,1.047808051,1.162322164,1.145487666,1.235593677
4025.240411,0.309945285,0.316123247,1.595965624,0.17703554,0.175700575,0.393060625,0.453895122,1.056908369,1.097844958,1.049342155,1.162431598,1.145496726,1.235799432
4024.75823,0.308543444,0.313630223,1.598043203,0.174905434,0.173008099,0.393290043,0.454375684,1.056230068,1.097380757,1.049574733,1.163613915,1.146795988,1.237570405
4024.27605,0.307082623,0.310860723,1.597981334,0.173057452,0.170938313,0.393123716,0.454599947,1.054969907,1.096221328,1.049058676,1.163828731,1.147170782,1.238492608
4023.79387,0.307034612,0.310147226,1.596773267,0.172346696,0.170286953,0.392717749,0.454048544,1.054791093,1.095777154,1.049235225,1.163217783,1.146554947,1.23815012
4023.31169,0.307592273,0.310476869,1.596374512,0.172359407,0.170380712,0.392727464,0.453791231,1.055138946,1.09577322,1.049692512,1.16286242,1.14607954,1.237614393
4022.82951,0.308097601,0.311043411,1.596858978,0.172623649,0.170740783,0.393345833,0.454173535,1.055587053,1.096078873,1.050176978,1.16291666,1.146107316,1.237441778
4022.347329,0.308331013,0.311661869,1.597285509,0.172820836,0.171106637,0.393531203,0.454364896,1.056133747,1.096660018,1.050675631,1.163016081,1.146325707,1.2374475
4021.865149,0.308222502,0.311968863,1.597439051,0.172991633,0.171400815,0.392742276,0.454297781,1.056276441,1.096943974,1.050694466,1.162996769,1.146364927,1.237364769
4021.382969,0.308138818,0.312065691,1.597854733,0.173144981,0.171526432,0.392281532,0.454577804,1.056091785,1.096962094,1.050516725,1.163212538,1.146549106,1.237436295
4020.900789,0.308127016,0.31224665,1.598178387,0.173449606,0.171635106,0.392863363,0.45501855,1.056051373,1.097060204,1.050429702,1.16381669,1.147209883,1.237831712
4020.418608,0.30801332,0.312768549,1.597432613,0.174466997,0.172553435,0.393235922,0.454904914,1.056062818,1.097117901,1.049834132,1.163786888,1.147243977,1.237645388
4019.936428,0.308505207,0.313934058,1.596574068,0.175738975,0.174130544,0.393067777,0.454417765,1.05629003,1.097467303,1.049391031,1.162755847,1.14624846,1.236590266
4019.454248,0.309470654,0.314770609,1.597029924,0.17592901,0.174768373,0.39344424,0.45437327,1.056964636,1.098253965,1.050212502,1.162272453,1.145841241,1.236229897
4018.972068,0.309600621,0.314255059,1.598199129,0.175016701,0.174061477,0.394105822,0.454681545,1.057338119,1.098424673,1.051170349,1.162997246,1.146408439,1.237108588
4018.489888,0.309235096,0.313427478,1.5988518,0.174283758,0.173239514,0.394269824,0.455162615,1.056797981,1.09756577,1.051006794,1.16376698,1.146797538,1.237925053
4018.007707,0.309399396,0.313267469,1.598470807,0.174492851,0.173236698,0.394403368,0.456048638,1.056061625,1.096838832,1.050550699,1.163785458,1.14665246,1.237876534
4017.525527,0.309755623,0.313480794,1.597796559,0.175038666,0.173748583,0.394698262,0.456470847,1.056153655,1.097139716,1.050843239,1.163360119,1.146246552,1.23728013
4017.043347,0.309610635,0.313530743,1.597804546,0.174852744,0.17366308,0.394535244,0.455864787,1.056797624,1.097819924,1.05139482,1.163179398,1.146075606,1.236953259
4016.561167,0.309069574,0.313232958,1.598035216,0.174191624,0.172897726,0.394123882,0.455402672,1.057051539,1.098002553,1.051357865,1.163338542,1.146418095,1.237103581
4016.078987,0.308821142,0.313116938,1.59803772,0.174034655,0.172453463,0.394149691,0.455462396,1.057144403,1.098029494,1.051219583,1.163408518,1.14677608,1.237157226
4015.596806,0.308948427,0.313330323,1.598112822,0.174213231,0.172475606,0.394270986,0.455214947,1.057530761,1.098193884,1.051568151,1.163394094,1.146811128,1.237087607
4015.114626,0.309095412,0.313458681,1.598245621,0.174261957,0.172586054,0.394188285,0.454997867,1.05763185,1.098142743,1.051834702,1.163409114,1.146641254,1.237211108
4014.632446,0.30933401,0.313571841,1.598584652,0.174207777,0.172607705,0.394422859,0.455391437,1.057368636,1.098206997,1.051886916,1.163472772,1.146431804,1.237438083
4014.150266,0.309408456,0.313538432,1.599025369,0.174085289,0.172489956,0.394771427,0.455707699,1.057347298,1.098591447,1.052128434,1.163747787,1.146399975,1.237582803
4013.668085,0.309188664,0.313371301,1.59881413,0.174382642,0.172851935,0.394643456,0.455666542,1.057439566,1.098682165,1.05223,1.163767099,1.146342874,1.237386346
4013.185905,0.309368461,0.313738942,1.598452806,0.175229713,0.173721656,0.394587904,0.455769747,1.057507873,1.098665357,1.052188277,1.163136244,1.146063328,1.236820817
4012.703725,0.30981788,0.314283788,1.599195123,0.175544992,0.17380783,0.39512071,0.455771327,1.057898402,1.099100113,1.052608013,1.162778616,1.14610374,1.236587882
4012.221545,0.309632272,0.313943356,1.60041523,0.174932152,0.172951072,0.395334125,0.455356359,1.058179379,1.099348307,1.053034306,1.163224578,1.146600366,1.237080455
4011.739365,0.309207797,0.313200116,1.60064137,0.174401984,0.172451615,0.394631743,0.455235362,1.057807684,1.098910928,1.052729607,1.163569689,1.146858454,1.237580776
4011.257184,0.309452802,0.313287169,1.600236535,0.174529791,0.172713831,0.394064456,0.455764771,1.057520151,1.098644495,1.05239737,1.163309455,1.146699667,1.237591028
4010.775004,0.30997327,0.313960731,1.600639224,0.17469874,0.172938928,0.394222021,0.45599854,1.057965398,1.099115014,1.052763224,1.163104057,1.146692276,1.237593293
4010.292824,0.309979379,0.314132631,1.601876974,0.174429595,0.172750399,0.394503355,0.455742627,1.05821085,1.099345326,1.052806735,1.163828492,1.147538424,1.238151073
4009.810644,0.309448063,0.313855112,1.60187602,0.175022781,0.173546985,0.394576728,0.455923557,1.057448745,1.098464489,1.051244855,1.164616704,1.148468614,1.238340735
4009.328464,0.309667796,0.31498605,1.59969759,0.177703619,0.176587537,0.394322217,0.455997944,1.057304263,1.097928762,1.049632788,1.163415313,1.147415519,1.236490846
4008.846283,0.311486185,0.317830533,1.598391533,0.180217922,0.179506212,0.394151747,0.455510587,1.059070349,1.099266052,1.050472379,1.161588788,1.145516992,1.234293103
4008.364103,0.312534511,0.318708986,1.599852443,0.179793954,0.179111391,0.394813478,0.455972165,1.060300946,1.100615621,1.052116513,1.16206181,1.145712495,1.234898686
4007.881923,0.311321646,0.316527098,1.601287484,0.177558467,0.176407233,0.395707607,0.457063347,1.059293628,1.100163698,1.052172661,1.163552999,1.147019267,1.236953735
4007.399743,0.309953302,0.314684808,1.601063609,0.175679311,0.174048021,0.395829648,0.456823885,1.058000803,1.099135876,1.051905274,1.163844347,1.147424221,1.237698555
4006.917563,0.309655845,0.314401269,1.600478172,0.174819171,0.173066005,0.395416826,0.455848813,1.05762887,1.098639488,1.052203178,1.163414478,1.147212386,1.237320423
4006.435382,0.310100704,0.314711392,1.600093961,0.175033987,0.173377335,0.395318508,0.45577696,1.057678938,1.098690033,1.052499294,1.16311264,1.146881342,1.236854911
4005.953202,0.310893357,0.315252006,1.599774122,0.175777003,0.174157873,0.395677656,0.45626995,1.05820775,1.099347591,1.053055763,1.162969947,1.146502972,1.236622691
4005.471022,0.31125173,0.315551013,1.600025892,0.176044807,0.174401864,0.395865172,0.456394821,1.059035897,1.1000669,1.053747177,1.162962437,1.146354198,1.236714482
4004.988842,0.310959756,0.315280855,1.600960016,0.175627843,0.174073189,0.395732313,0.456428915,1.05928719,1.10016489,1.053820252,1.163087726,1.146439195,1.236948729
4004.506661,0.310696214,0.315077394,1.601763129,0.175267965,0.173888057,0.395732999,0.456703901,1.059138179,1.100055456,1.053668141,1.163227558,1.146537542,1.23704946
4004.024481,0.310707003,0.31533739,1.601916313,0.175424799,0.174080536,0.395781428,0.456676364,1.059330344,1.100219369,1.053874135,1.163247943,1.146616578,1.237000465
4003.542301,0.310799092,0.315660179,1.601729035,0.175821662,0.174289361,0.395617098,0.456347048,1.059576273,1.100379229,1.054013491,1.163118482,1.146581292,1.236921072
4003.060121,0.310896397,0.315699041,1.601550579,0.17594555,0.174175426,0.395606965,0.456437141,1.05954659,1.100465059,1.05398941,1.16306448,1.146490693,1.237002254
4002.577941,0.310868531,0.315478206,1.601323605,0.175707355,0.173848003,0.395786226,0.45677489,1.059607029,1.100636125,1.05418241,1.163188338,1.146604061,1.23726964
4002.09576,0.310918689,0.315400243,1.600919127,0.175649449,0.173852563,0.395753115,0.456938922,1.059708953,1.100586534,1.054347873,1.163160086,1.146749973,1.237392664
4001.61358,0.311326563,0.315565795,1.600391269,0.175940156,0.174229518,0.395733476,0.457299411,1.059595704,1.100255847,1.054319859,1.162969112,1.146621466,1.237290621
4001.1314,0.311599642,0.315496594,1.60022378,0.175992548,0.174332559,0.395936966,0.457615554,1.059705496,1.100284815,1.054596305,1.163039446,1.146395802,1.237251043
4000.64922,0.31134364,0.315155685,1.600950241,0.175571755,0.173981592,0.395958722,0.457167298,1.060161114,1.100772738,1.05512619,1.163313627,1.14640224,1.237333775
4000.16704,0.311069578,0.314996421,1.601922512,0.175092429,0.17369239,0.395724088,0.456604302,1.060222507,1.101070881,1.055191398,1.163395643,1.146565795,1.237316728
3999.684859,0.311110586,0.315174401,1.602033854,0.174909472,0.173765182,0.395600736,0.456681013,1.059908271,1.101128578,1.054906368,1.163200378,1.146493912,1.236976385
3999.202679,0.311232537,0.315574139,1.601753831,0.175038472,0.174008921,0.395611703,0.456766963,1.059964061,1.101239085,1.054930329,1.162965536,1.146177769,1.236636162
3998.720499,0.311271131,0.315798134,1.601878643,0.175141603,0.174005359,0.395696759,0.456578016,1.060325265,1.101254463,1.055188417,1.16289866,1.146000266,1.236741781
3998.238319,0.311472863,0.31578511,1.602262139,0.175300866,0.173925653,0.396141738,0.456720322,1.06041503,1.101052642,1.055344701,1.162944913,1.14613378,1.237136841
3997.756138,0.311807483,0.315808713,1.602609515,0.175585762,0.173939794,0.396776229,0.4570871,1.060478806,1.101089478,1.055726886,1.162948847,1.146300793,1.237258792
3997.273958,0.311983377,0.316093534,1.6032902,0.175753832,0.173995629,0.396825701,0.456944585,1.061085224,1.101677299,1.05659771,1.162933469,1.146341324,1.2369771
3996.791778,0.312148064,0.316580266,1.604332805,0.175789416,0.17428562,0.396322191,0.456620842,1.061742544,1.102187753,1.057282209,1.16326797,1.14671123,1.236898184
3996.309598,0.312202185,0.31666249,1.604274988,0.175990105,0.174822196,0.396016359,0.456787229,1.061307073,1.101676464,1.0567379,1.163752317,1.147243977,1.237073898
3995.827418,0.31179741,0.316073239,1.602410197,0.176284537,0.174976692,0.395929605,0.456741661,1.060171008,1.100609183,1.055413485,1.163194776,1.146559238,1.2364856
3995.345237,0.311569542,0.31573835,1.601135492,0.176083833,0.174314469,0.396034569,0.456174403,1.059918523,1.100453496,1.054998636,1.162001967,1.145085096,1.235485077
3994.863057,0.312143534,0.316214144,1.60218513,0.175496519,0.173827216,0.396739423,0.456366003,1.061056972,1.101560473,1.056080937,1.162166238,1.145140409,1.235745072
3994.380877,0.312423706,0.31630823,1.603663206,0.175279438,0.174191892,0.397505969,0.45741412,1.062177777,1.102510691,1.057094932,1.16342783,1.146608591,1.236991644
3993.898697,0.311976731,0.315711021,1.603589892,0.175619572,0.174662516,0.397465467,0.45797798,1.062011242,1.10224998,1.05682385,1.163813353,1.147307158,1.237492204
3993.416517,0.311821043,0.315593958,1.602618694,0.176255137,0.17485185,0.396977544,0.457818657,1.061030388,1.101460576,1.055929065,1.162904859,1.146582603,1.23683095
3992.934336,0.312133193,0.316191733,1.602693677,0.1765894,0.174801096,0.39687565,0.45749265,1.060797811,1.101451635,1.055850029,1.161986828,1.145688772,1.236114144
3992.452156,0.312405586,0.316886693,1.604164362,0.176219553,0.174648657,0.397156358,0.457213432,1.061931729,1.102347255,1.056917429,1.162225246,1.145962119,1.236344695
3991.969976,0.31215772,0.317005664,1.604954362,0.175739989,0.174728781,0.397106647,0.457209229,1.06235826,1.10242939,1.057038307,1.163047433,1.146970749,1.236988425
3991.487796,0.31159398,0.316803455,1.603960872,0.176010564,0.175371408,0.396576822,0.457520157,1.061069489,1.101308942,1.055459261,1.162814617,1.146954417,1.236544013
3991.005616,0.311663687,0.317295969,1.603114843,0.17676568,0.176284701,0.39637363,0.457725376,1.060436368,1.101023436,1.054662704,1.161797285,1.146019816,1.235290527
3990.523435,0.312142044,0.317938328,1.603767037,0.17693539,0.176539838,0.396691412,0.457700431,1.061444759,1.102063417,1.055538654,1.161842942,1.145970702,1.235106587
3990.041255,0.312286943,0.317979008,1.604427814,0.176726103,0.176464319,0.396781027,0.457683802,1.062544227,1.103037834,1.056409478,1.162805319,1.146604776,1.235856652
3989.559075,0.311968118,0.317430198,1.604113221,0.176307738,0.175944343,0.396514058,0.457585484,1.062480927,1.103128791,1.056489706,1.163286805,1.146638155,1.236204743
3989.076895,0.311655641,0.316766232,1.603538275,0.175691918,0.174907446,0.396304607,0.457264274,1.061813831,1.102719665,1.056477189,1.163055658,1.146216631,1.236032605
3988.594714,0.31162262,0.316313088,1.603199959,0.175268188,0.174124315,0.396172225,0.457032323,1.061287999,1.102254987,1.056571007,1.162565231,1.145972371,1.235869288
3988.112534,0.311835438,0.316277921,1.603117824,0.175245792,0.174022093,0.396192729,0.457181424,1.061176062,1.102150798,1.056691527,1.162192106,1.145960212,1.235879183
3987.630354,0.311983854,0.316523969,1.603379607,0.175421149,0.174239606,0.396483868,0.457366198,1.061505079,1.102545142,1.056984186,1.162196398,1.14602387,1.236115575
3987.148174,0.311889887,0.316650003,1.603801847,0.175514042,0.174475595,0.396689117,0.457220078,1.061934233,1.102950096,1.057361126,1.16244936,1.146061301,1.236465573
3986.665994,0.311765492,0.316512018,1.603941202,0.175541893,0.174771443,0.396576673,0.457034916,1.062007427,1.102933764,1.057478905,1.162693739,1.146054983,1.236624002
3986.183813,0.311737299,0.316306651,1.603620052,0.175724655,0.175131097,0.396388203,0.456976265,1.061961174,1.102844954,1.057438612,1.162822604,1.145953178,1.236459851
3985.701633,0.311771482,0.316303134,1.60319221,0.176086396,0.175448641,0.396288872,0.456796944,1.062203646,1.103060722,1.057522893,1.162736177,1.14572227,1.236155272
3985.219453,0.311904132,0.316515833,1.603209138,0.176341414,0.175523669,0.396339506,0.456744701,1.062469482,1.103348851,1.05763793,1.162486434,1.145545244,1.235974073
3984.737273,0.311845422,0.316441685,1.603716493,0.176185459,0.17510061,0.39661029,0.457216293,1.062500954,1.1034832,1.057712317,1.162374854,1.145694733,1.236056209
3984.255093,0.31133768,0.315846711,1.604112506,0.175779402,0.174458101,0.396787465,0.457758605,1.062630534,1.103545308,1.057917356,1.162469268,1.146067739,1.236334562
3983.772912,0.311005533,0.315525472,1.603967309,0.175668567,0.174336582,0.396516442,0.457831144,1.062844038,1.103385448,1.058058262,1.162511826,1.146273494,1.236523151
3983.290732,0.311328113,0.315991402,1.603557467,0.175971553,0.174754485,0.396133691,0.457681239,1.062645078,1.102890849,1.057764649,1.162231684,1.146071434,1.236220121
3982.808552,0.311762512,0.316676378,1.603557229,0.176152796,0.17490916,0.396174401,0.457580656,1.06234479,1.102635741,1.057479858,1.161802053,1.145661354,1.235565066
3982.326372,0.311864167,0.317048967,1.604233265,0.175902739,0.174524263,0.396595478,0.457557201,1.062514305,1.102902174,1.057645202,1.161930323,1.145649791,1.23546946
3981.844191,0.312039703,0.317372531,1.604894757,0.17591019,0.174689189,0.397063196,0.457796186,1.06295681,1.103222728,1.057793021,1.162556648,1.146071076,1.236048341
3981.362011,0.312359363,0.317603022,1.604935884,0.176367134,0.175534442,0.397389948,0.458108813,1.063080311,1.103275657,1.057551265,1.162759304,1.146313071,1.236397624
3980.879831,0.312479854,0.317475289,1.60472095,0.176764861,0.176119596,0.397532523,0.457974643,1.062913775,1.10328424,1.057299018,1.162263989,1.146160245,1.236124992
3980.397651,0.312523961,0.317224741,1.604905844,0.176969707,0.176231667,0.397503376,0.457454681,1.062780023,1.103334188,1.057309151,1.16162324,1.145896792,1.235710859
3979.915471,0.312542826,0.316943556,1.605519533,0.176837206,0.175894693,0.39731425,0.457070291,1.062744856,1.103348136,1.057564497,1.161354899,1.145759702,1.235641599
3979.43329,0.312179863,0.316426218,1.605990648,0.176198706,0.175013021,0.397004902,0.456963331,1.062785506,1.103401542,1.058027387,1.16150558,1.145736098,1.235913754
3978.95111,0.311711639,0.316089213,1.605965972,0.175578266,0.174239442,0.396737367,0.456984133,1.063012719,1.103599429,1.058563352,1.161642551,1.145641565,1.236061931
3978.46893,0.311827153,0.316398889,1.605744004,0.175411656,0.174248144,0.396687031,0.457223624,1.063541889,1.103999972,1.059064627,1.161478639,1.145538092,1.23579669
3977.98675,0.312403828,0.316989064,1.605581284,0.175565705,0.174984008,0.396815389,0.457680047,1.064348578,1.104573607,1.059559703,1.161355495,1.145813227,1.235516071
3977.50457,0.312631935,0.317306757,1.605160475,0.17618829,0.176199004,0.396827817,0.45796904,1.064704776,1.10470736,1.059448123,1.161509991,1.146340489,1.235531092
3977.022389,0.312113166,0.317247778,1.604477286,0.177246228,0.177356809,0.396506608,0.457802027,1.063879728,1.103936791,1.058145881,1.161474705,1.146283269,1.235348463
3976.540209,0.311347008,0.317022115,1.604487538,0.177685454,0.177426174,0.39618206,0.457363069,1.062542558,1.103024721,1.05658567,1.161212802,1.145724177,1.234930038
3976.058029,0.311452657,0.31734702,1.605451941,0.177305877,0.17698589,0.396310776,0.457023829,1.062671542,1.103376508,1.056668162,1.161265731,1.14560461,1.234890461
3975.575849,0.312406331,0.318209291,1.606166244,0.177027598,0.177243203,0.396682024,0.456911027,1.064323545,1.104683876,1.058231473,1.161507607,1.145837665,1.23514235
3975.093669,0.312878907,0.318403572,1.605764627,0.176802248,0.177336648,0.39681831,0.45701164,1.065264106,1.10531497,1.059336901,1.161442637,1.145666122,1.235029459
