Wavelength,OD,OD,OD,OD,OD,OD,OD,OD,OD,OD
nm,result_Lumilog_STINS_GaN_on_Sapphire,result_InN_InSaN_10nm_barrier_J130828_1_Messy_16,result_InN_InSaN_3nm_barrier_J140228_Messy_12,result_InN_InGaN_10nm_barrier_Sapphire_edge_J130828,result_InN_InGaN_3nm_barrier_Sapphire_edge_J140228,result_B120504_InGaN_T=1.04um,result_B111205_InN_center,result_B111205_InN(1.4um)_STINS_edge,result_B111205_InN(1.4um)_STINS_center,result_B111205_InN(1.4um)_Sapphire_edge
1292.793,0.329172449,0.478066981,0.785238986,0.496001278,0.681057218,0.646717299,2.539969061,2.254260518,2.540241899,1.355799808
1294.782,0.336971779,0.477158718,0.784676254,0.48825526,0.670634022,0.622076834,2.447311769,2.234899087,2.444074789,1.32521616
1296.77,0.338316739,0.476840368,0.78286854,0.485897979,0.669030771,0.617713398,2.433483432,2.24796156,2.487264151,1.321253189
1298.758,0.345619554,0.4728489,0.784634861,0.473876979,0.66421595,0.59532181,2.428193967,2.225162649,2.475345742,1.297867703
1300.745,0.347109892,0.471360373,0.782518707,0.470845349,0.665163195,0.591966066,2.483695756,2.227057882,2.546367103,1.299001164
1302.731,0.354356583,0.464766639,0.78147611,0.456826571,0.66376601,0.571728364,2.48518717,2.191168209,2.504513711,1.275743451
1304.718,0.356234169,0.464693111,0.777656102,0.454579642,0.663713597,0.568284752,2.492039846,2.191424417,2.519740067,1.273919665
1306.703,0.363033624,0.456629227,0.776625973,0.439976121,0.663410418,0.551389958,2.432049081,2.168794586,2.47537409,1.250254666
1308.689,0.36402722,0.454107658,0.77338595,0.437155538,0.662947667,0.548237842,2.392583072,2.177223525,2.482425209,1.24751123
1310.674,0.36896002,0.441343648,0.771486514,0.422588203,0.66476698,0.535418605,2.397683389,2.147964599,2.4787112,1.226792051
1312.658,0.369417373,0.438919011,0.762357898,0.419743461,0.664207962,0.532783717,2.40009005,2.129321599,2.465586947,1.22273937
1314.642,0.373391349,0.427165534,0.759062663,0.408626807,0.664434651,0.522685861,2.364022536,2.115293642,2.39282353,1.194771537
1316.625,0.373916416,0.4236298,0.750171614,0.406026059,0.663605847,0.520596371,2.335239627,2.127431347,2.355328447,1.18817509
1318.609,0.376047521,0.409794843,0.750973792,0.397505286,0.663553304,0.513990855,2.323619908,2.096257715,2.35101153,1.167545521
1320.591,0.37598209,0.406674044,0.739201633,0.395660141,0.665008538,0.514177916,2.373127879,2.091160468,2.437082157,1.172026769
1322.573,0.376263134,0.39663097,0.73845302,0.3924129,0.661519058,0.510135421,2.344876756,2.072645447,2.402566505,1.150315041
1324.555,0.376560374,0.39639826,0.725938566,0.392998819,0.662352687,0.510502816,2.389798413,2.102235546,2.431297487,1.150995465
1326.536,0.375437031,0.389672831,0.724844038,0.394400403,0.65617743,0.507732387,2.360060198,2.078883814,2.364311116,1.128874722
1328.517,0.375548879,0.38995932,0.711748617,0.39644312,0.655874173,0.507875528,2.372823698,2.085315111,2.407932681,1.129149163
1330.497,0.372834838,0.387687702,0.707515022,0.402142206,0.646093262,0.505867505,2.327819187,2.053811546,2.371442777,1.110369642
1332.477,0.37278423,0.388278195,0.6932883,0.404527825,0.642978699,0.505170771,2.301788491,2.046832074,2.355979142,1.105723789
1334.457,0.368665459,0.391887476,0.688963088,0.412843051,0.630482659,0.502122099,2.29311082,2.018260294,2.331833152,1.087633865
1336.436,0.367406186,0.392328678,0.676863008,0.413911073,0.627315719,0.500822122,2.2498014,2.015934041,2.27799776,1.082329573
1338.414,0.361649377,0.398987527,0.674834301,0.422786944,0.613373576,0.496392927,2.269301287,2.005103147,2.296415157,1.069157331
1340.392,0.360444287,0.400092169,0.663663688,0.424279694,0.61040461,0.495321137,2.256648533,1.992285689,2.288679347,1.065447735
1342.37,0.354374482,0.410241544,0.660745526,0.433758871,0.594492157,0.488157529,2.266690197,1.971688787,2.31736776,1.0489045
1344.347,0.353157368,0.412478974,0.651663176,0.435319039,0.59110511,0.486343954,2.246489745,1.956280625,2.270071656,1.042898005
1346.324,0.34627655,0.423349309,0.648957352,0.441753387,0.57472953,0.47653082,2.230835851,1.944630596,2.24007347,1.026787234
1348.3,0.344906068,0.424812399,0.642705085,0.442480217,0.570371228,0.473971467,2.20135835,1.943520464,2.212893566,1.022430625
1350.276,0.338249769,0.436050896,0.641808303,0.44638835,0.554801091,0.461041912,2.177697843,1.925942616,2.217998722,1.007445788
1352.252,0.336413649,0.43763897,0.6383862,0.44650973,0.552055898,0.45814192,2.168571335,1.912346816,2.231911279,1.005582766
1354.227,0.329532386,0.44698188,0.638980891,0.446681254,0.539191654,0.442816457,2.157266046,1.891763976,2.198809241,0.990462216
1356.201,0.328045779,0.449072083,0.638748456,0.44661477,0.537378526,0.43946476,2.15906439,1.89436445,2.176849003,0.988463787
1358.175,0.322303999,0.454733697,0.639679829,0.443231065,0.527745224,0.422157102,2.154991172,1.881544492,2.168181558,0.975052703
1360.149,0.321410654,0.455529421,0.640639553,0.442546933,0.526556961,0.418814564,2.160304378,1.876721003,2.188354921,0.974290887
1362.122,0.316728412,0.457930884,0.63754499,0.436320995,0.520033662,0.39993851,2.15757334,1.854069414,2.199551986,0.961504558
1364.095,0.316337678,0.45806308,0.638855112,0.435117638,0.516765054,0.394643373,2.11293291,1.853315833,2.141401465,0.954425449
1366.067,0.312768182,0.45699059,0.635946133,0.425955388,0.513143024,0.374504492,2.092234218,1.836725006,2.108356622,0.940832541
1368.039,0.311459817,0.454294524,0.639853223,0.421828039,0.510866943,0.369395178,2.04399294,1.828392591,2.052912763,0.93401238
1370.011,0.308959755,0.44956694,0.639849854,0.410578785,0.512006838,0.350597583,2.041481662,1.800767523,2.06660923,0.92433943
1371.982,0.308021023,0.445980837,0.644186935,0.406527725,0.511817464,0.346628254,2.0182468,1.790638872,2.057436878,0.92069003
1373.953,0.30759583,0.43877312,0.642833514,0.396326786,0.515666254,0.330240214,2.026489323,1.773162712,2.078099505,0.912201197
1375.923,0.307374632,0.436861389,0.642724704,0.394028347,0.5153964,0.326969227,2.008457147,1.770024833,2.053831407,0.907049293
1377.892,0.30885647,0.428099251,0.641033431,0.385448733,0.518329125,0.312057694,1.991454556,1.754082845,2.034146024,0.895666701
1379.862,0.308886437,0.424863064,0.640522464,0.382903174,0.517783592,0.308588996,1.968822505,1.748900718,2.004927791,0.890866072
1381.831,0.311031913,0.412515848,0.640349272,0.375184336,0.520968013,0.297040149,1.943251609,1.727979404,1.987414121,0.8801135
1383.799,0.31112973,0.409124669,0.637033532,0.373058961,0.521775283,0.295230251,1.92006109,1.723438887,1.976541906,0.877198413
1385.767,0.314909068,0.398545263,0.636357432,0.369219933,0.523374846,0.287493019,1.891751609,1.704636751,1.951079554,0.865017071
1387.735,0.315778109,0.396348037,0.630496212,0.368931366,0.523427825,0.286487878,1.887882721,1.699197959,1.942370647,0.862431125
1389.702,0.320566064,0.386722751,0.629205503,0.368689977,0.522728433,0.281976602,1.863666375,1.674308089,1.921479949,0.850442522
1391.668,0.321477623,0.385361642,0.621971206,0.369125229,0.522789262,0.281535244,1.851124899,1.667975558,1.925773552,0.849003661
1393.635,0.32695785,0.37794463,0.620635794,0.371871243,0.520015791,0.280510641,1.823652203,1.644903082,1.892434289,0.838278287
1395.6,0.328471008,0.377285484,0.612073262,0.37309217,0.519505792,0.280672731,1.828595193,1.636811681,1.884721605,0.836461757
1397.566,0.334900191,0.373861468,0.611069889,0.378989318,0.51325917,0.281885055,1.792114155,1.612568844,1.849550827,0.824724584
1399.531,0.336368664,0.373773084,0.603713145,0.380743644,0.512401686,0.282587002,1.785539849,1.612005196,1.845498523,0.823801517
1401.495,0.342083963,0.373778556,0.602423219,0.388841721,0.505767977,0.286313414,1.759799205,1.584572629,1.834373471,0.815257984
1403.46,0.34336841,0.374176213,0.594220097,0.391471511,0.504733209,0.28714849,1.765494482,1.578581341,1.838266505,0.814466064
1405.423,0.350039896,0.379254828,0.590457024,0.402122921,0.495705613,0.290856005,1.736274057,1.549871045,1.818718225,0.804970618
1407.386,0.351578077,0.381380154,0.583483034,0.404758484,0.492522682,0.291103812,1.713457286,1.546096971,1.788184981,0.800773775
1409.349,0.357944159,0.388493484,0.582279586,0.414619315,0.482141115,0.294319375,1.679101998,1.521323878,1.76068303,0.792223314
1411.312,0.358834118,0.388786907,0.577736808,0.415163902,0.480403962,0.295035785,1.67581079,1.518255876,1.755121373,0.791585206
1413.274,0.364776573,0.3976275,0.576362592,0.423536111,0.470328014,0.296835336,1.652399385,1.491228212,1.736643777,0.785324643
1415.235,0.366106709,0.399733393,0.572153896,0.425244465,0.468521055,0.297096881,1.648231925,1.484550973,1.729067782,0.784364556
1417.196,0.371228659,0.410301782,0.571026003,0.432271942,0.458500358,0.297086768,1.623885895,1.45656891,1.70637676,0.777142184
1419.157,0.372048537,0.411855985,0.569799783,0.432975363,0.456365367,0.297113784,1.621386618,1.452088182,1.704561109,0.775740621
1421.117,0.375884942,0.420656443,0.56804741,0.43647787,0.448095603,0.295647287,1.599086857,1.426552092,1.67693143,0.769767919
1423.077,0.376407235,0.422366078,0.567896843,0.436459198,0.445364782,0.294216175,1.579967819,1.422857961,1.655400755,0.765357517
1425.037,0.379760225,0.430363739,0.566837792,0.436998816,0.439864819,0.289910729,1.558522221,1.39712039,1.629894182,0.760405336
1426.996,0.379471188,0.430027408,0.569106017,0.435039284,0.438984473,0.288390491,1.54811209,1.389239074,1.617278078,0.758001384
1428.954,0.381624596,0.43484089,0.568816546,0.431984227,0.436154112,0.281780061,1.532900588,1.360814296,1.598062377,0.754956106
1430.912,0.381711192,0.435182857,0.571256191,0.430247147,0.4348074,0.279576856,1.520555295,1.352898451,1.584906921,0.752268817
1432.87,0.382407872,0.437990052,0.570849982,0.424253572,0.433663507,0.270499747,1.496032414,1.329679891,1.559771765,0.748288345
1434.828,0.382027083,0.436558128,0.574406464,0.421905528,0.433884268,0.268594908,1.487107157,1.323789688,1.550363845,0.746902274
1436.784,0.381330182,0.433801921,0.574614197,0.412148503,0.436849462,0.258888738,1.466963699,1.299137731,1.526595775,0.743532321
1438.741,0.381280932,0.432324549,0.576655936,0.409770451,0.437770729,0.2568229,1.460031986,1.293101434,1.518697707,0.74205289
1440.697,0.379414894,0.428316494,0.575935624,0.398491829,0.442334172,0.246247577,1.430548532,1.267456535,1.485059182,0.737526796
1442.653,0.378835845,0.427177111,0.577230842,0.395955197,0.442932832,0.243883327,1.416788388,1.262437616,1.468897838,0.735263259
1444.608,0.375654102,0.419372372,0.577577769,0.382804939,0.448940857,0.233319635,1.389983544,1.23237276,1.435133749,0.731503761
1446.563,0.374895069,0.416641739,0.578157282,0.379576357,0.449945511,0.231393457,1.381543681,1.225820831,1.42879628,0.731170546
1448.517,0.370573273,0.405459564,0.577790492,0.36547772,0.457199227,0.221746444,1.355518338,1.196829595,1.399023345,0.728684905
1450.471,0.369632743,0.402940591,0.576879501,0.361995527,0.458417909,0.219515277,1.346966098,1.191256801,1.389888187,0.728109263
1452.425,0.36485346,0.390551183,0.577189286,0.348599356,0.465390298,0.211386239,1.31537137,1.163828467,1.353916716,0.724846606
1454.378,0.363893698,0.387460927,0.576314699,0.346116164,0.467034981,0.210229352,1.309056197,1.156975283,1.346911352,0.724839816
1456.331,0.357907224,0.373166414,0.576941573,0.334653695,0.474458676,0.205615648,1.279200614,1.129001982,1.31701962,0.722884498
1458.283,0.356671268,0.371156758,0.572803543,0.332886709,0.476559322,0.205425645,1.275969192,1.122629232,1.314430227,0.723254711
1460.235,0.350522176,0.358648936,0.569853137,0.324341403,0.481096621,0.203357078,1.241545402,1.096045277,1.282553161,0.720164085
1462.186,0.349578589,0.356608606,0.563470344,0.323570762,0.48068583,0.20256468,1.230348096,1.091130274,1.271447027,0.718181772
1464.138,0.342659554,0.342884326,0.561550259,0.317073189,0.483031895,0.202836916,1.195765851,1.063011807,1.240058257,0.715537533
1466.088,0.34049277,0.339605941,0.556590698,0.315265699,0.483332531,0.202949037,1.188938671,1.05703412,1.233614279,0.714909451
1468.038,0.333846303,0.328575207,0.555552052,0.311844187,0.48494279,0.207410386,1.161152987,1.029941329,1.210183166,0.714355569
1469.988,0.332565809,0.326163822,0.549163383,0.311421915,0.485325033,0.208706497,1.157790308,1.02618773,1.205703636,0.714846966
1471.938,0.327155578,0.31876487,0.545788818,0.312175554,0.484580538,0.215476773,1.128342396,1.001155394,1.183515861,0.71410846
1473.887,0.326225689,0.318292429,0.5373558,0.312878636,0.483281829,0.216601339,1.117914778,0.996931095,1.175340594,0.711826531
1475.835,0.320255431,0.314854308,0.534262607,0.316724325,0.479368108,0.225009447,1.08588871,0.971513235,1.150264483,0.708713057
1477.784,0.318891456,0.312649932,0.527452621,0.31723966,0.477688044,0.226690403,1.078402057,0.967044925,1.142089796,0.707315497
1479.732,0.313474859,0.31070258,0.525553883,0.32183437,0.472622753,0.236782649,1.053508895,0.944831093,1.125222246,0.706610647
1481.679,0.312670674,0.310327839,0.519237583,0.322140176,0.471051351,0.238527703,1.049369678,0.942745961,1.121749283,0.70604023
1483.626,0.308098607,0.313832533,0.517656554,0.328881894,0.463908378,0.248748268,1.024027666,0.923420967,1.101714969,0.704430145
1485.573,0.307396595,0.313874347,0.512418995,0.330114064,0.462333036,0.250756156,1.018331972,0.920284476,1.093046807,0.703793091
1487.519,0.304038079,0.317628048,0.510454883,0.337192888,0.454406369,0.261231747,0.994412683,0.900764739,1.074385788,0.702674169
1489.465,0.303664199,0.318382973,0.506150123,0.338325382,0.451681646,0.262916287,0.988103734,0.896296891,1.068104253,0.700736683
1491.41,0.300617431,0.324657224,0.504860876,0.344633932,0.442403997,0.272287401,0.967790398,0.879633287,1.049865858,0.698295845
1493.355,0.299777606,0.324979207,0.502257933,0.344990879,0.439563659,0.273766842,0.962250446,0.876869916,1.043919782,0.69676887
1495.3,0.297652376,0.330708488,0.50228341,0.349686589,0.4316063,0.281691281,0.943688013,0.863279382,1.024409373,0.695250152
1497.244,0.297353248,0.331388725,0.502794591,0.350266312,0.430809343,0.283190134,0.939875765,0.861151332,1.021072423,0.695653788
1499.187,0.296270662,0.338137,0.503059881,0.353825047,0.424555819,0.290235796,0.924470971,0.847986426,1.001378462,0.69456045
1501.131,0.296280944,0.33982895,0.504207864,0.354519461,0.423066867,0.291877294,0.921034328,0.845398066,0.996147581,0.693699666
1503.074,0.297097365,0.347019235,0.50396423,0.356774152,0.416397558,0.296065878,0.902859319,0.83301752,0.972935571,0.690436246
1505.016,0.2976309,0.348599381,0.508344294,0.3566812,0.414547879,0.296297961,0.898527623,0.830886372,0.967428116,0.689506025
1506.959,0.299406383,0.352580233,0.509214449,0.355619887,0.410846087,0.298592842,0.882675485,0.819340105,0.946270559,0.688479838
1508.9,0.299488594,0.352335833,0.514532714,0.354697703,0.410422476,0.298788786,0.879136324,0.817055537,0.940946871,0.688567574
1510.842,0.302051101,0.355919343,0.514608943,0.352312423,0.409308627,0.299405926,0.861033815,0.804527553,0.916773916,0.686428187
1512.783,0.302795393,0.356355858,0.521950552,0.35167767,0.408928684,0.299005064,0.856132058,0.801692518,0.91061896,0.684989176
1514.723,0.306367804,0.357442312,0.522365502,0.346784853,0.409942558,0.297696444,0.838586431,0.788952143,0.887397444,0.684028108
1516.663,0.306957716,0.357108147,0.529116461,0.345283433,0.409740975,0.296766296,0.833980641,0.786959183,0.881183256,0.682886548
1518.603,0.311094273,0.356349722,0.528142563,0.339504369,0.412574785,0.292758605,0.813547669,0.77359441,0.856567754,0.679957358
1520.543,0.312272563,0.355564111,0.534619764,0.338010633,0.412345856,0.29077769,0.807247329,0.770693798,0.849261976,0.676909746
1522.482,0.317326868,0.351614246,0.535108694,0.330388646,0.416547763,0.284605611,0.785144853,0.755010585,0.825038029,0.673663694
1524.42,0.317836632,0.349094808,0.542137689,0.32756174,0.417005451,0.282847809,0.780197562,0.751570896,0.819435049,0.672735594
1526.358,0.322622156,0.343691288,0.544335079,0.318743845,0.423410429,0.276417009,0.758726642,0.735351493,0.798197484,0.670697446
1528.296,0.323406357,0.341852243,0.550220067,0.316500343,0.42567122,0.275231273,0.755133708,0.732498693,0.794739293,0.670599296
1530.234,0.329167877,0.336223733,0.550905461,0.309051536,0.43370604,0.268076801,0.731506743,0.714426231,0.774675996,0.668602263
1532.171,0.330442969,0.335417088,0.554168797,0.308302296,0.435490876,0.26665448,0.726380489,0.711284307,0.770825013,0.668359004
1534.107,0.336065081,0.327636934,0.554741975,0.302104518,0.442382682,0.258530698,0.702858009,0.691747484,0.752250115,0.665252318
1536.044,0.337052594,0.325906624,0.557402737,0.301111826,0.444050214,0.256561445,0.698725732,0.688181228,0.748957634,0.664447064
1537.979,0.34219904,0.31733354,0.557072031,0.295324709,0.450784648,0.248185053,0.676528813,0.666661659,0.732701718,0.661231116
1539.915,0.343341196,0.315647852,0.558811198,0.293847996,0.451467555,0.246218782,0.671764671,0.66248056,0.729412411,0.659988076
1541.85,0.348317536,0.307815486,0.558634642,0.289976131,0.457343275,0.238898372,0.652003983,0.640375604,0.715442946,0.657043015
1543.785,0.348924068,0.305958505,0.558597684,0.289202242,0.458119701,0.237097814,0.64778879,0.63572809,0.711988632,0.655860016
1545.719,0.35322225,0.299709115,0.556978495,0.288019075,0.463647838,0.231203227,0.631478508,0.61249835,0.70042338,0.653523417
1547.653,0.353610422,0.29814779,0.554179504,0.287738644,0.464063285,0.229734976,0.628349011,0.607958481,0.69763499,0.652242405
1549.586,0.357827466,0.293248417,0.552740865,0.289194418,0.467843925,0.225094855,0.61504713,0.586081525,0.687003942,0.64932963
1551.52,0.358559944,0.291720189,0.549517737,0.289150806,0.467739726,0.223489983,0.612570176,0.582087444,0.684077686,0.648193408
1553.452,0.361939092,0.288759559,0.54822404,0.292717017,0.469451057,0.220638068,0.602134439,0.560268543,0.673397976,0.645595418
1555.385,0.362008777,0.288172856,0.544419499,0.292925569,0.469117286,0.220255646,0.599904442,0.555893159,0.670302514,0.643992171
1557.317,0.364204354,0.288109005,0.542830898,0.299414113,0.4703297,0.220482613,0.592661339,0.535423272,0.660430912,0.642546871
1559.248,0.364203549,0.287683052,0.53642496,0.300721642,0.470226704,0.220814372,0.59161477,0.53109458,0.65841066,0.642397473
1561.179,0.366423357,0.290129426,0.533586774,0.309363519,0.468405577,0.222544348,0.586339979,0.513340155,0.647947508,0.639751878
1563.11,0.367174567,0.290925144,0.526617898,0.310914305,0.467085739,0.222714584,0.584433304,0.510873813,0.644710655,0.637205863
1565.041,0.368201044,0.295492254,0.525452144,0.319509982,0.463348744,0.226357516,0.579646883,0.495886111,0.632714116,0.633661772
1566.971,0.367807914,0.295290692,0.518117425,0.320377295,0.462601898,0.227403959,0.579648773,0.492596067,0.630295767,0.633790196
1568.9,0.367597692,0.30117677,0.514746732,0.329360905,0.457269551,0.233009276,0.575995161,0.479278503,0.616941131,0.631785604
1570.83,0.367927325,0.302962543,0.506586227,0.331403618,0.45524331,0.233983089,0.574535115,0.477484942,0.613093147,0.630551974
1572.759,0.367457488,0.310880059,0.50425654,0.34101525,0.447932656,0.240644049,0.568599792,0.467318152,0.597703435,0.627433482
1574.687,0.367087709,0.311552269,0.497515148,0.342253546,0.445645112,0.241865032,0.567151513,0.465356232,0.594231404,0.625795699
1576.615,0.365551729,0.319772289,0.496390656,0.350940471,0.437871726,0.250314447,0.561369129,0.457324033,0.580306257,0.624040388
1578.543,0.365140241,0.321381106,0.489475029,0.352278588,0.436282842,0.252375337,0.560121707,0.456088813,0.577795333,0.623981717
1580.47,0.362751362,0.331784635,0.487891931,0.360800614,0.426939336,0.261334732,0.55204488,0.451097282,0.563383095,0.622060124
1582.397,0.362034028,0.333471032,0.480780305,0.36227903,0.424457632,0.262818538,0.550063857,0.450665765,0.559800929,0.620767277
1584.324,0.358636116,0.34256835,0.479670549,0.368676763,0.414596182,0.27205936,0.54002909,0.447016664,0.54573558,0.618001306
1586.25,0.357792233,0.344194908,0.474401468,0.368992007,0.413125951,0.274345381,0.537471156,0.446458608,0.543237558,0.617629565
1588.176,0.354200956,0.353040398,0.473746167,0.373492772,0.403765867,0.284181403,0.526631235,0.443441493,0.531379429,0.615412665
1590.102,0.353801683,0.354586425,0.469711729,0.374401933,0.402191635,0.286829847,0.52493912,0.443651859,0.530033708,0.615003188
1592.027,0.34997107,0.361783729,0.468266391,0.378199759,0.392752661,0.295264244,0.512303453,0.441407141,0.520614186,0.612520572
1593.952,0.349476081,0.36357976,0.465345192,0.379121608,0.390070317,0.296169263,0.508770706,0.441145325,0.518324813,0.611617534
1595.876,0.344862743,0.369435211,0.464619984,0.38077523,0.380817458,0.302692275,0.494757561,0.438166306,0.512038384,0.609180649
1597.8,0.343654561,0.370001868,0.464001013,0.380392547,0.378653354,0.303928085,0.491873951,0.437380282,0.510911658,0.608645745
1599.724,0.338684463,0.373860364,0.463276592,0.379245698,0.371514886,0.311011721,0.479300013,0.434583374,0.508816697,0.607468061
1601.647,0.337361318,0.374089884,0.463554394,0.378203527,0.369881048,0.311961679,0.476938352,0.433901796,0.507715112,0.60688969
1603.57,0.332609071,0.377619248,0.463870207,0.376306451,0.3638615,0.317166098,0.466619688,0.430492527,0.508599088,0.605663099
1605.492,0.331221433,0.377629957,0.466524753,0.375288101,0.36269229,0.317851054,0.465073761,0.429988007,0.509473853,0.605411897
1607.414,0.32640902,0.378951186,0.465317894,0.370719324,0.359421996,0.322358737,0.45703286,0.424935326,0.514114116,0.605125766
1609.336,0.325638797,0.37865224,0.468967382,0.369533776,0.357905331,0.322170182,0.454325111,0.423712697,0.513675209,0.60273014
1611.258,0.320678464,0.379099011,0.468586583,0.364470098,0.356980293,0.325068599,0.449299805,0.416448795,0.52024653,0.603427546
1613.179,0.319440918,0.377218521,0.472821402,0.362531543,0.35595374,0.324846079,0.447987957,0.414737485,0.520917231,0.602345514
1615.099,0.314517142,0.375359226,0.471258622,0.356929699,0.355963729,0.325843412,0.447625147,0.407021889,0.529277325,0.60356644
1617.019,0.313586921,0.373835563,0.474160339,0.355195874,0.354077679,0.324576079,0.446660642,0.405556608,0.529063653,0.600755662
1618.939,0.308910272,0.371702542,0.475246283,0.349267434,0.354125074,0.322948463,0.448140841,0.397113413,0.53516354,0.599541217
1620.859,0.307376872,0.368339162,0.478827554,0.346090588,0.354894763,0.322998996,0.448705985,0.394742336,0.536758665,0.599889449
1622.778,0.30243741,0.361547547,0.480575825,0.33820565,0.356907844,0.320241408,0.454033583,0.384347481,0.542683143,0.6006038
1624.697,0.301994916,0.360386134,0.483225183,0.336846418,0.358192041,0.319916196,0.455597946,0.382415168,0.544628186,0.601966189
1626.615,0.29810318,0.353503394,0.48556217,0.329694218,0.359928641,0.314604359,0.461984954,0.373005919,0.547889438,0.600499184
1628.534,0.297513746,0.352180706,0.487582854,0.32893225,0.361364489,0.314165598,0.463927401,0.371499605,0.549591169,0.600944573
1630.451,0.29356514,0.343206071,0.486745315,0.321023003,0.363769092,0.307856177,0.472999068,0.360987472,0.551315796,0.600274911
1632.369,0.293425317,0.342834058,0.487660124,0.320407383,0.363486777,0.30618028,0.473715677,0.358231766,0.550553995,0.599492269
1634.286,0.290667442,0.334007215,0.48885736,0.31404322,0.365906596,0.298179674,0.482519724,0.349178691,0.549022528,0.598595045
1636.202,0.289750574,0.331727811,0.492602405,0.312775838,0.36742952,0.296930652,0.484820236,0.34748707,0.5493193,0.598826265
1638.119,0.287112627,0.321947311,0.49229803,0.306609015,0.373361851,0.289843175,0.495765521,0.339920317,0.548959512,0.60212602
1640.034,0.2871477,0.320532821,0.491857989,0.305970171,0.374476521,0.288050985,0.497013326,0.338802411,0.548143559,0.601742705
1641.95,0.28635076,0.314621809,0.489536865,0.303830046,0.377633031,0.278826413,0.503505781,0.333297723,0.541707159,0.601441384
1643.865,0.285793527,0.3132451,0.489487541,0.303586539,0.376567924,0.276132258,0.503311344,0.332520272,0.537742063,0.598581802
1645.78,0.284062616,0.306717516,0.489504373,0.302070288,0.379708453,0.266681214,0.508647429,0.328695827,0.529968149,0.600367186
1647.694,0.283338803,0.304125864,0.488823818,0.300641656,0.380171698,0.265234028,0.509887577,0.328264213,0.52867662,0.600883657
1649.609,0.28313187,0.298951524,0.487396466,0.302152125,0.382841552,0.256065071,0.513543426,0.326900183,0.518961094,0.602524089
1651.522,0.283698263,0.298385225,0.483874759,0.303023347,0.382259663,0.254158231,0.513686996,0.327047366,0.515836613,0.600746739
1653.436,0.284348837,0.29480239,0.485650683,0.306832571,0.382638833,0.244080711,0.512468635,0.327882655,0.502034342,0.599754522
1655.349,0.284009091,0.293414808,0.483381665,0.306553317,0.384853269,0.243493159,0.513334239,0.328633281,0.501209674,0.602132239
1657.261,0.28512071,0.290760386,0.484696199,0.309826347,0.386080157,0.235587996,0.511753437,0.332354281,0.488131301,0.604106301
1659.174,0.286646932,0.292568463,0.479649256,0.312554895,0.387053565,0.234718545,0.512881412,0.334663854,0.486380727,0.606227068
1661.086,0.289418389,0.294005369,0.478405332,0.318464869,0.384890661,0.225878451,0.506817039,0.341047784,0.470981999,0.604948019
1662.997,0.290500774,0.295640804,0.473805171,0.320918876,0.38455931,0.224192058,0.50455795,0.343099565,0.467730049,0.604159758
1664.909,0.292358032,0.295976449,0.471115122,0.325632446,0.383362163,0.217252806,0.495944985,0.350349605,0.454290468,0.605593992
1666.819,0.293035989,0.295510384,0.465897578,0.326810941,0.381429801,0.214977732,0.492418929,0.351933041,0.450291305,0.604110062
1668.73,0.295205834,0.297460974,0.463137014,0.333225038,0.377698185,0.208352991,0.481957667,0.360941884,0.437250523,0.605194779
1670.64,0.294934329,0.297029725,0.458630907,0.332564235,0.375653516,0.206377246,0.479050285,0.363025783,0.434203963,0.603758069
1672.55,0.297923359,0.301241312,0.457353845,0.33890464,0.371965313,0.202255273,0.468915454,0.373102542,0.423855106,0.605707083
1674.46,0.298527962,0.300577599,0.452696826,0.339007561,0.370616938,0.20172684,0.466101544,0.375198047,0.422312065,0.605374185
1676.369,0.302068704,0.303895161,0.45101271,0.345799041,0.36586171,0.19920721,0.453347437,0.385839664,0.414309502,0.605622049
1678.277,0.302404989,0.304432391,0.445874726,0.346610541,0.365600511,0.199238396,0.44997296,0.38780451,0.413581599,0.606245538
1680.186,0.304725623,0.310243709,0.445332616,0.352694925,0.361862433,0.198342565,0.438595421,0.397726976,0.408039707,0.607766148
1682.094,0.304758266,0.312338724,0.444730434,0.354295275,0.361318725,0.198730885,0.437213504,0.399543907,0.407671871,0.609455818
1684.002,0.307263281,0.317331433,0.445358721,0.359804551,0.358754467,0.201460372,0.427582332,0.411095283,0.405846584,0.613283176
1685.909,0.308692465,0.320709952,0.443823674,0.361007798,0.35859168,0.202834574,0.424860564,0.413979738,0.406173151,0.611929025
1687.816,0.312520975,0.329247684,0.440530589,0.368816978,0.355935789,0.20671778,0.414249819,0.424411687,0.406241431,0.611838811
1689.723,0.314016383,0.330236074,0.445208489,0.371181881,0.354938616,0.206809161,0.411229478,0.426032293,0.407508482,0.611201713
1691.629,0.317019004,0.335330976,0.448438874,0.376582933,0.357600699,0.215935215,0.408105088,0.435863478,0.416186771,0.624172428
1693.535,0.318491253,0.337173937,0.456287038,0.375892242,0.360849217,0.221674613,0.410337633,0.438108703,0.42191775,0.633138738
1695.441,0.32294429,0.353315029,0.453648363,0.385842972,0.364487392,0.234167317,0.40995167,0.448850288,0.433092921,0.644299414
1697.346,0.325388706,0.356979862,,0.391272299,0.362115067,0.235517054,0.406903321,0.45059927,0.432547032,0.637763366
1699.251,0.329869765,0.367798473,,0.402323627,,,,0.462705316,,
1701.156,0.328954169,0.367804089,,0.400286867,,,,0.46496188,,
